"DateTime","Hash Rate"
"2009-03-21 00:00:00",2485513.4814814813
"2009-03-22 00:00:00",5915522.0859259255
"2009-03-23 00:00:00",6462335.051851852
"2009-03-24 00:00:00",5219578.311111111
"2009-03-25 00:00:00",5816101.546666667
"2009-03-26 00:00:00",5816101.546666667
"2009-03-27 00:00:00",5269288.5807407405
"2009-03-28 00:00:00",5915522.0859259255
"2009-03-29 00:00:00",5766391.277037038
"2009-03-30 00:00:00",5965232.355555556
"2009-03-31 00:00:00",5468129.659259259
"2009-04-01 00:00:00",5666970.737777777
"2009-04-02 00:00:00",5716681.007407407
"2009-04-03 00:00:00",5766391.277037038
"2009-04-04 00:00:00",5617260.468148148
"2009-04-05 00:00:00",6462335.051851852
"2009-04-06 00:00:00",5418419.389629629
"2009-04-07 00:00:00",4971026.962962963
"2009-04-08 00:00:00",5219578.311111111
"2009-04-09 00:00:00",4921316.693333333
"2009-04-10 00:00:00",5368709.12
"2009-04-11 00:00:00",5965232.355555556
"2009-04-12 00:00:00",5865811.816296296
"2009-04-13 00:00:00",5716681.007407407
"2009-04-14 00:00:00",6164073.434074074
"2009-04-15 00:00:00",5617260.468148148
"2009-04-16 00:00:00",6114363.164444444
"2009-04-17 00:00:00",5567550.198518518
"2009-04-18 00:00:00",6263493.973333334
"2009-04-19 00:00:00",5915522.0859259255
"2009-04-20 00:00:00",5915522.0859259255
"2009-04-21 00:00:00",6114363.164444444
"2009-04-22 00:00:00",6014942.625185185
"2009-04-23 00:00:00",3728270.222222222
"2009-04-24 00:00:00",5716681.007407407
"2009-04-25 00:00:00",5865811.816296296
"2009-04-26 00:00:00",5567550.198518518
"2009-04-27 00:00:00",5169868.041481482
"2009-04-28 00:00:00",5816101.546666667
"2009-04-29 00:00:00",6362914.512592592
"2009-04-30 00:00:00",6512045.321481482
"2009-05-01 00:00:00",6014942.625185185
"2009-05-02 00:00:00",6263493.973333334
"2009-05-03 00:00:00",5269288.5807407405
"2009-05-04 00:00:00",6362914.512592592
"2009-05-05 00:00:00",6710886.4
"2009-05-06 00:00:00",6710886.4
"2009-05-07 00:00:00",6064652.894814815
"2009-05-08 00:00:00",5318998.850370371
"2009-05-09 00:00:00",3877401.0311111114
"2009-05-10 00:00:00",4225372.918518518
"2009-05-11 00:00:00",5965232.355555556
"2009-05-12 00:00:00",6462335.051851852
"2009-05-13 00:00:00",5517839.928888889
"2009-05-14 00:00:00",6909727.478518519
"2009-05-15 00:00:00",6760596.66962963
"2009-05-16 00:00:00",5915522.0859259255
"2009-05-17 00:00:00",6313204.242962963
"2009-05-18 00:00:00",5865811.816296296
"2009-05-19 00:00:00",4275083.188148148
"2009-05-20 00:00:00",5965232.355555556
"2009-05-21 00:00:00",4076242.109629629
"2009-05-22 00:00:00",3032326.4474074077
"2009-05-23 00:00:00",1590728.628148148
"2009-05-24 00:00:00",4971026.962962963
"2009-05-25 00:00:00",5418419.389629629
"2009-05-26 00:00:00",6213783.703703703
"2009-05-27 00:00:00",5915522.0859259255
"2009-05-28 00:00:00",4722475.614814814
"2009-05-29 00:00:00",5269288.5807407405
"2009-05-30 00:00:00",5418419.389629629
"2009-05-31 00:00:00",4772185.884444444
"2009-06-01 00:00:00",3529429.143703704
"2009-06-02 00:00:00",5517839.928888889
"2009-06-03 00:00:00",3529429.143703704
"2009-06-04 00:00:00",3280877.7955555557
"2009-06-05 00:00:00",1491308.088888889
"2009-06-06 00:00:00",1391887.5496296296
"2009-06-07 00:00:00",795364.314074074
"2009-06-08 00:00:00",4076242.109629629
"2009-06-09 00:00:00",4523634.536296296
"2009-06-10 00:00:00",4076242.109629629
"2009-06-11 00:00:00",4424213.997037037
"2009-06-12 00:00:00",4275083.188148148
"2009-06-13 00:00:00",3877401.0311111114
"2009-06-14 00:00:00",3579139.4133333336
"2009-06-15 00:00:00",4175662.6488888883
"2009-06-16 00:00:00",3529429.143703704
"2009-06-17 00:00:00",3927111.300740741
"2009-06-18 00:00:00",3976821.5703703705
"2009-06-19 00:00:00",4324793.457777778
"2009-06-20 00:00:00",3877401.0311111114
"2009-06-21 00:00:00",4026531.84
"2009-06-22 00:00:00",3777980.491851852
"2009-06-23 00:00:00",3777980.491851852
"2009-06-24 00:00:00",4722475.614814814
"2009-06-25 00:00:00",3380298.334814815
"2009-06-26 00:00:00",4473924.266666667
"2009-06-27 00:00:00",4175662.6488888883
"2009-06-28 00:00:00",2286672.4029629626
"2009-06-29 00:00:00",4125952.3792592594
"2009-06-30 00:00:00",4225372.918518518
"2009-07-01 00:00:00",3678559.9525925927
"2009-07-02 00:00:00",4125952.3792592594
"2009-07-03 00:00:00",4076242.109629629
"2009-07-04 00:00:00",4424213.997037037
"2009-07-05 00:00:00",3927111.300740741
"2009-07-06 00:00:00",4175662.6488888883
"2009-07-07 00:00:00",3430008.6044444446
"2009-07-08 00:00:00",3678559.9525925927
"2009-07-09 00:00:00",4275083.188148148
"2009-07-10 00:00:00",4026531.84
"2009-07-11 00:00:00",4125952.3792592594
"2009-07-12 00:00:00",3827690.7614814816
"2009-07-13 00:00:00",3877401.0311111114
"2009-07-14 00:00:00",3430008.6044444446
"2009-07-15 00:00:00",2236962.1333333333
"2009-07-16 00:00:00",3529429.143703704
"2009-07-17 00:00:00",2336382.6725925924
"2009-07-18 00:00:00",198841.0785185185
"2009-07-19 00:00:00",3479718.8740740744
"2009-07-20 00:00:00",3479718.8740740744
"2009-07-21 00:00:00",4076242.109629629
"2009-07-22 00:00:00",2982616.177777778
"2009-07-23 00:00:00",3777980.491851852
"2009-07-24 00:00:00",3628849.682962963
"2009-07-25 00:00:00",1590728.628148148
"2009-07-26 00:00:00",1043915.6622222221
"2009-07-27 00:00:00",3678559.9525925927
"2009-07-28 00:00:00",2038121.0548148146
"2009-07-29 00:00:00",944495.122962963
"2009-07-30 00:00:00",745654.0444444445
"2009-07-31 00:00:00",845074.5837037037
"2009-08-01 00:00:00",1391887.5496296296
"2009-08-02 00:00:00",1143336.2014814813
"2009-08-03 00:00:00",596523.2355555556
"2009-08-04 00:00:00",4026531.84
"2009-08-05 00:00:00",4324793.457777778
"2009-08-06 00:00:00",4473924.266666667
"2009-08-07 00:00:00",3976821.5703703705
"2009-08-08 00:00:00",3976821.5703703705
"2009-08-09 00:00:00",5020737.232592593
"2009-08-10 00:00:00",3728270.222222222
"2009-08-11 00:00:00",3479718.8740740744
"2009-08-12 00:00:00",3131746.986666667
"2009-08-13 00:00:00",4225372.918518518
"2009-08-14 00:00:00",3131746.986666667
"2009-08-15 00:00:00",1292467.0103703705
"2009-08-16 00:00:00",944495.122962963
"2009-08-17 00:00:00",845074.5837037037
"2009-08-18 00:00:00",497102.6962962963
"2009-08-19 00:00:00",894784.8533333334
"2009-08-20 00:00:00",1093625.9318518518
"2009-08-21 00:00:00",695943.7748148148
"2009-08-22 00:00:00",347971.8874074074
"2009-08-23 00:00:00",745654.0444444445
"2009-08-24 00:00:00",745654.0444444445
"2009-08-25 00:00:00",2485513.4814814813
"2009-08-26 00:00:00",2386092.942222222
"2009-08-27 00:00:00",1441597.8192592594
"2009-08-28 00:00:00",3728270.222222222
"2009-08-29 00:00:00",3877401.0311111114
"2009-08-30 00:00:00",4821896.154074074
"2009-08-31 00:00:00",4275083.188148148
"2009-09-01 00:00:00",3877401.0311111114
"2009-09-02 00:00:00",3280877.7955555557
"2009-09-03 00:00:00",3032326.4474074077
"2009-09-04 00:00:00",3181457.256296296
"2009-09-05 00:00:00",3777980.491851852
"2009-09-06 00:00:00",3380298.334814815
"2009-09-07 00:00:00",3877401.0311111114
"2009-09-08 00:00:00",3430008.6044444446
"2009-09-09 00:00:00",2684354.56
"2009-09-10 00:00:00",3330588.0651851855
"2009-09-11 00:00:00",3330588.0651851855
"2009-09-12 00:00:00",3430008.6044444446
"2009-09-13 00:00:00",3728270.222222222
"2009-09-14 00:00:00",3678559.9525925927
"2009-09-15 00:00:00",2187251.8637037035
"2009-09-16 00:00:00",3579139.4133333336
"2009-09-17 00:00:00",4175662.6488888883
"2009-09-18 00:00:00",3877401.0311111114
"2009-09-19 00:00:00",3678559.9525925927
"2009-09-20 00:00:00",3877401.0311111114
"2009-09-21 00:00:00",3430008.6044444446
"2009-09-22 00:00:00",1242756.7407407407
"2009-09-23 00:00:00",1789569.7066666668
"2009-09-24 00:00:00",4821896.154074074
"2009-09-25 00:00:00",4523634.536296296
"2009-09-26 00:00:00",4971026.962962963
"2009-09-27 00:00:00",4324793.457777778
"2009-09-28 00:00:00",4225372.918518518
"2009-09-29 00:00:00",4374503.727407407
"2009-09-30 00:00:00",4225372.918518518
"2009-10-01 00:00:00",4076242.109629629
"2009-10-02 00:00:00",3579139.4133333336
"2009-10-03 00:00:00",2883195.638518519
"2009-10-04 00:00:00",2634644.2903703703
"2009-10-05 00:00:00",2734064.8296296294
"2009-10-06 00:00:00",2137541.594074074
"2009-10-07 00:00:00",2982616.177777778
"2009-10-08 00:00:00",3479718.8740740744
"2009-10-09 00:00:00",3927111.300740741
"2009-10-10 00:00:00",3827690.7614814816
"2009-10-11 00:00:00",3678559.9525925927
"2009-10-12 00:00:00",2883195.638518519
"2009-10-13 00:00:00",2833485.3688888885
"2009-10-14 00:00:00",3430008.6044444446
"2009-10-15 00:00:00",3529429.143703704
"2009-10-16 00:00:00",2982616.177777778
"2009-10-17 00:00:00",2833485.3688888885
"2009-10-18 00:00:00",3678559.9525925927
"2009-10-19 00:00:00",5567550.198518518
"2009-10-20 00:00:00",4722475.614814814
"2009-10-21 00:00:00",3976821.5703703705
"2009-10-22 00:00:00",4473924.266666667
"2009-10-23 00:00:00",4424213.997037037
"2009-10-24 00:00:00",3082036.717037037
"2009-10-25 00:00:00",3777980.491851852
"2009-10-26 00:00:00",3529429.143703704
"2009-10-27 00:00:00",3181457.256296296
"2009-10-28 00:00:00",3280877.7955555557
"2009-10-29 00:00:00",2286672.4029629626
"2009-10-30 00:00:00",2982616.177777778
"2009-10-31 00:00:00",2286672.4029629626
"2009-11-01 00:00:00",1242756.7407407407
"2009-11-02 00:00:00",1640438.8977777779
"2009-11-03 00:00:00",3082036.717037037
"2009-11-04 00:00:00",3131746.986666667
"2009-11-05 00:00:00",2833485.3688888885
"2009-11-06 00:00:00",3082036.717037037
"2009-11-07 00:00:00",3430008.6044444446
"2009-11-08 00:00:00",3628849.682962963
"2009-11-09 00:00:00",3181457.256296296
"2009-11-10 00:00:00",3877401.0311111114
"2009-11-11 00:00:00",3181457.256296296
"2009-11-12 00:00:00",3280877.7955555557
"2009-11-13 00:00:00",3976821.5703703705
"2009-11-14 00:00:00",3927111.300740741
"2009-11-15 00:00:00",4772185.884444444
"2009-11-16 00:00:00",4821896.154074074
"2009-11-17 00:00:00",4573344.805925925
"2009-11-18 00:00:00",3927111.300740741
"2009-11-19 00:00:00",3479718.8740740744
"2009-11-20 00:00:00",4275083.188148148
"2009-11-21 00:00:00",3628849.682962963
"2009-11-22 00:00:00",5269288.5807407405
"2009-11-23 00:00:00",4772185.884444444
"2009-11-24 00:00:00",4623055.0755555555
"2009-11-25 00:00:00",4473924.266666667
"2009-11-26 00:00:00",4175662.6488888883
"2009-11-27 00:00:00",3678559.9525925927
"2009-11-28 00:00:00",3529429.143703704
"2009-11-29 00:00:00",2982616.177777778
"2009-11-30 00:00:00",3728270.222222222
"2009-12-01 00:00:00",3628849.682962963
"2009-12-02 00:00:00",4672765.345185185
"2009-12-03 00:00:00",4374503.727407407
"2009-12-04 00:00:00",1789569.7066666668
"2009-12-05 00:00:00",3181457.256296296
"2009-12-06 00:00:00",5120157.771851852
"2009-12-07 00:00:00",5567550.198518518
"2009-12-08 00:00:00",5219578.311111111
"2009-12-09 00:00:00",4772185.884444444
"2009-12-10 00:00:00",5169868.041481482
"2009-12-11 00:00:00",5567550.198518518
"2009-12-12 00:00:00",5468129.659259259
"2009-12-13 00:00:00",5666970.737777777
"2009-12-14 00:00:00",5070447.502222222
"2009-12-15 00:00:00",5468129.659259259
"2009-12-16 00:00:00",6760596.66962963
"2009-12-17 00:00:00",8401035.567407407
"2009-12-18 00:00:00",11184810.666666666
"2009-12-19 00:00:00",9842633.386666667
"2009-12-20 00:00:00",8699297.185185185
"2009-12-21 00:00:00",8699297.185185185
"2009-12-22 00:00:00",8053063.68
"2009-12-23 00:00:00",7655381.522962963
"2009-12-24 00:00:00",7655381.522962963
"2009-12-25 00:00:00",7406830.174814815
"2009-12-26 00:00:00",8649586.915555555
"2009-12-27 00:00:00",8301615.028148147
"2009-12-28 00:00:00",6810306.939259259
"2009-12-29 00:00:00",8500456.106666667
"2009-12-30 00:00:00",8291822.105031111
"2009-12-31 00:00:00",8115400.358115556
"2010-01-01 00:00:00",7762556.8642844455
"2010-01-02 00:00:00",7409713.370453334
"2010-01-03 00:00:00",10938148.308764445
"2010-01-04 00:00:00",10644112.063905185
"2010-01-05 00:00:00",11643835.296426667
"2010-01-06 00:00:00",9585581.582411854
"2010-01-07 00:00:00",9056316.341665186
"2010-01-08 00:00:00",8997509.092693333
"2010-01-09 00:00:00",8879894.59474963
"2010-01-10 00:00:00",11173377.304651853
"2010-01-11 00:00:00",9350352.586524444
"2010-01-12 00:00:00",10314632.396799998
"2010-01-13 00:00:00",10638991.906133331
"2010-01-14 00:00:00",9276681.966933334
"2010-01-15 00:00:00",9146938.163199998
"2010-01-16 00:00:00",8108987.733333332
"2010-01-17 00:00:00",8498219.144533332
"2010-01-18 00:00:00",8108987.733333332
"2010-01-19 00:00:00",8044115.831466666
"2010-01-20 00:00:00",10249760.494933333
"2010-01-21 00:00:00",11352582.826666666
"2010-01-22 00:00:00",8627962.948266666
"2010-01-23 00:00:00",10379504.298666665
"2010-01-24 00:00:00",9990272.887466667
"2010-01-25 00:00:00",13687971.293866666
"2010-01-26 00:00:00",13028067.464533333
"2010-01-27 00:00:00",10956938.790684445
"2010-01-28 00:00:00",11825476.621653333
"2010-01-29 00:00:00",13161688.669297779
"2010-01-30 00:00:00",14030226.500266667
"2010-01-31 00:00:00",11023749.393066667
"2010-02-01 00:00:00",12293150.838328889
"2010-02-02 00:00:00",9687537.345422223
"2010-02-03 00:00:00",18038862.643200003
"2010-02-04 00:00:00",15299627.945528891
"2010-02-05 00:00:00",20164324.641754072
"2010-02-06 00:00:00",17361212.24760889
"2010-02-07 00:00:00",19621786.759016298
"2010-02-08 00:00:00",18084596.09125926
"2010-02-09 00:00:00",18717556.954453334
"2010-02-10 00:00:00",15191060.716657776
"2010-02-11 00:00:00",15281483.697114073
"2010-02-12 00:00:00",16547405.423502222
"2010-02-13 00:00:00",20978131.465860743
"2010-02-14 00:00:00",18807979.93490963
"2010-02-15 00:00:00",22117490.84577185
"2010-02-16 00:00:00",24505174.516622223
"2010-02-17 00:00:00",30034547.228065185
"2010-02-18 00:00:00",26138852.81773037
"2010-02-19 00:00:00",24128171.831751112
"2010-02-20 00:00:00",26138852.81773037
"2010-02-21 00:00:00",28023866.242085926
"2010-02-22 00:00:00",32673566.022162963
"2010-02-23 00:00:00",31416890.405925926
"2010-02-24 00:00:00",32140224.53930667
"2010-02-25 00:00:00",28944997.538322967
"2010-02-26 00:00:00",32328179.0687763
"2010-02-27 00:00:00",32328179.0687763
"2010-02-28 00:00:00",29320906.597262226
"2010-03-01 00:00:00",36651133.24657778
"2010-03-02 00:00:00",35335451.54029037
"2010-03-03 00:00:00",28569088.479383703
"2010-03-04 00:00:00",34771587.95188148
"2010-03-05 00:00:00",32140224.53930667
"2010-03-06 00:00:00",33267951.716124445
"2010-03-07 00:00:00",33643860.7750637
"2010-03-08 00:00:00",28154653.961481478
"2010-03-09 00:00:00",32884635.827010367
"2010-03-10 00:00:00",36488431.53407999
"2010-03-11 00:00:00",29956551.815016292
"2010-03-12 00:00:00",27253705.03471407
"2010-03-13 00:00:00",34461296.44885333
"2010-03-14 00:00:00",28154653.961481478
"2010-03-15 00:00:00",30407026.278399996
"2010-03-16 00:00:00",28379891.193173334
"2010-03-17 00:00:00",30632263.510091852
"2010-03-18 00:00:00",31533212.436859258
"2010-03-19 00:00:00",34461296.44885333
"2010-03-20 00:00:00",43245548.48483555
"2010-03-21 00:00:00",41218413.39960889
"2010-03-22 00:00:00",40620001.17380741
"2010-03-23 00:00:00",46973967.83786667
"2010-03-24 00:00:00",38804582.126933336
"2010-03-25 00:00:00",42435420.22068148
"2010-03-26 00:00:00",44704694.029274076
"2010-03-27 00:00:00",40393073.79294816
"2010-03-28 00:00:00",42208492.839822225
"2010-03-29 00:00:00",44250839.26755556
"2010-03-30 00:00:00",48789386.88474075
"2010-03-31 00:00:00",47427822.59958519
"2010-04-01 00:00:00",50817814.436977774
"2010-04-02 00:00:00",47187970.54862223
"2010-04-03 00:00:00",48700405.50210371
"2010-04-04 00:00:00",51725275.40906667
"2010-04-05 00:00:00",46280509.57653333
"2010-04-06 00:00:00",48095431.52071111
"2010-04-07 00:00:00",58379989.204385184
"2010-04-08 00:00:00",55355119.29742222
"2010-04-09 00:00:00",57170041.2416
"2010-04-10 00:00:00",78646617.58103703
"2010-04-11 00:00:00",67454598.92527407
"2010-04-12 00:00:00",78913064.62625186
"2010-04-13 00:00:00",73470784.3072
"2010-04-14 00:00:00",69972175.53066666
"2010-04-15 00:00:00",83966610.6368
"2010-04-16 00:00:00",78524330.31774816
"2010-04-17 00:00:00",85910282.17931853
"2010-04-18 00:00:00",95239905.5834074
"2010-04-19 00:00:00",90186359.57285927
"2010-04-20 00:00:00",79690533.24325927
"2010-04-21 00:00:00",85132813.56231111
"2010-04-22 00:00:00",90610686.43441778
"2010-04-23 00:00:00",85481779.65511112
"2010-04-24 00:00:00",95739593.21372443
"2010-04-25 00:00:00",90040807.90338372
"2010-04-26 00:00:00",93460079.08958815
"2010-04-27 00:00:00",102578135.58613333
"2010-04-28 00:00:00",102578135.58613333
"2010-04-29 00:00:00",83772144.06200889
"2010-04-30 00:00:00",82062508.46890667
"2010-05-01 00:00:00",104287771.17923556
"2010-05-02 00:00:00",88331172.31028149
"2010-05-03 00:00:00",90610686.43441778
"2010-05-04 00:00:00",86866906.60807112
"2010-05-05 00:00:00",87505633.86254221
"2010-05-06 00:00:00",95170360.91619556
"2010-05-07 00:00:00",84311997.59018667
"2010-05-08 00:00:00",98363997.18855111
"2010-05-09 00:00:00",91337997.38936889
"2010-05-10 00:00:00",81757088.57230222
"2010-05-11 00:00:00",70898725.24629334
"2010-05-12 00:00:00",81118361.31783111
"2010-05-13 00:00:00",81757088.57230222
"2010-05-14 00:00:00",78563452.29994667
"2010-05-15 00:00:00",58124180.15687111
"2010-05-16 00:00:00",72176179.75523555
"2010-05-17 00:00:00",91337997.38936889
"2010-05-18 00:00:00",107306178.75114666
"2010-05-19 00:00:00",104751269.73326221
"2010-05-20 00:00:00",119540174.3686163
"2010-05-21 00:00:00",103640742.3097363
"2010-05-22 00:00:00",114829231.53635556
"2010-05-23 00:00:00",124251117.20087704
"2010-05-24 00:00:00",110707156.5581274
"2010-05-25 00:00:00",123662249.34684443
"2010-05-26 00:00:00",131317531.44926815
"2010-05-27 00:00:00",113062627.97425778
"2010-05-28 00:00:00",131317531.44926815
"2010-05-29 00:00:00",108351685.14199704
"2010-05-30 00:00:00",123094110.6752474
"2010-05-31 00:00:00",117311165.8784237
"2010-06-01 00:00:00",111528221.0816
"2010-06-02 00:00:00",121441840.73329777
"2010-06-03 00:00:00",125572515.58817185
"2010-06-04 00:00:00",103266871.37185185
"2010-06-05 00:00:00",119789570.79134816
"2010-06-06 00:00:00",122267975.7042726
"2010-06-07 00:00:00",129703190.44304593
"2010-06-08 00:00:00",132181595.35597037
"2010-06-09 00:00:00",138790675.12376887
"2010-06-10 00:00:00",132181595.35597037
"2010-06-11 00:00:00",138790675.12376887
"2010-06-12 00:00:00",116641916.5184
"2010-06-13 00:00:00",148610441.78640592
"2010-06-14 00:00:00",139106285.62564743
"2010-06-15 00:00:00",158978612.14359704
"2010-06-16 00:00:00",122690015.89342816
"2010-06-17 00:00:00",126146072.67915852
"2010-06-18 00:00:00",129602129.46488889
"2010-06-19 00:00:00",129602129.46488889
"2010-06-20 00:00:00",159842626.34002963
"2010-06-21 00:00:00",133058186.25061926
"2010-06-22 00:00:00",134786214.64348444
"2010-06-23 00:00:00",161570654.7328948
"2010-06-24 00:00:00",146018399.19710815
"2010-06-25 00:00:00",144694167.32444444
"2010-06-26 00:00:00",153375817.36391112
"2010-06-27 00:00:00",171703745.2250074
"2010-06-28 00:00:00",146623422.88877037
"2010-06-29 00:00:00",163022095.18554074
"2010-06-30 00:00:00",175562256.35365927
"2010-07-01 00:00:00",203536462.0363852
"2010-07-02 00:00:00",161092839.6212148
"2010-07-03 00:00:00",204501089.81854814
"2010-07-04 00:00:00",160128211.83905187
"2010-07-05 00:00:00",172668373.00717038
"2010-07-06 00:00:00",197432736.86964148
"2010-07-07 00:00:00",182245603.26428446
"2010-07-08 00:00:00",176404398.03145483
"2010-07-09 00:00:00",232479968.26661927
"2010-07-10 00:00:00",231311727.22005334
"2010-07-11 00:00:00",209115147.33530074
"2010-07-12 00:00:00",769870849.6869452
"2010-07-13 00:00:00",1561256005.8079762
"2010-07-14 00:00:00",1304054871.9031942
"2010-07-15 00:00:00",1407837785.5840714
"2010-07-16 00:00:00",1139355900.1922371
"2010-07-17 00:00:00",1561247405.9313304
"2010-07-18 00:00:00",1552222854.4519587
"2010-07-19 00:00:00",1570271957.4107022
"2010-07-20 00:00:00",1633443817.7663052
"2010-07-21 00:00:00",1868082156.2299736
"2010-07-22 00:00:00",1588321060.3694458
"2010-07-23 00:00:00",1750762986.9981394
"2010-07-24 00:00:00",1705640229.60128
"2010-07-25 00:00:00",2084671391.7348976
"2010-07-26 00:00:00",2192966009.48736
"2010-07-27 00:00:00",2015222416.792083
"2010-07-28 00:00:00",1930243158.2526577
"2010-07-29 00:00:00",2185180933.870933
"2010-07-30 00:00:00",2209460722.0250545
"2010-07-31 00:00:00",2464398497.6433306
"2010-08-01 00:00:00",2901434684.4175167
"2010-08-02 00:00:00",2937854366.648699
"2010-08-03 00:00:00",2755755955.4927883
"2010-08-04 00:00:00",2949994260.72576
"2010-08-05 00:00:00",2646496908.799241
"2010-08-06 00:00:00",2573384684.6668797
"2010-08-07 00:00:00",2713432830.7712
"2010-08-08 00:00:00",3483697634.3449597
"2010-08-09 00:00:00",3326143469.9776
"2010-08-10 00:00:00",3343649488.24064
"2010-08-11 00:00:00",4078902255.2883196
"2010-08-12 00:00:00",3798805963.07968
"2010-08-13 00:00:00",3763793926.5536003
"2010-08-14 00:00:00",4919191131.91424
"2010-08-15 00:00:00",3623745780.4492803
"2010-08-16 00:00:00",3739742258.8268085
"2010-08-17 00:00:00",3281814635.296995
"2010-08-18 00:00:00",3383576329.414732
"2010-08-19 00:00:00",3434457176.4736
"2010-08-20 00:00:00",4910001741.180777
"2010-08-21 00:00:00",4401193270.592094
"2010-08-22 00:00:00",5393369788.240024
"2010-08-23 00:00:00",5418810211.769458
"2010-08-24 00:00:00",5469691058.828326
"2010-08-25 00:00:00",5495131482.35776
"2010-08-26 00:00:00",5342488941.181155
"2010-08-27 00:00:00",5299073830.966613
"2010-08-28 00:00:00",5268085095.113007
"2010-08-29 00:00:00",5020175208.28416
"2010-08-30 00:00:00",4617321642.187283
"2010-08-31 00:00:00",5701927397.06349
"2010-09-01 00:00:00",4865231529.01613
"2010-09-02 00:00:00",4834242793.162524
"2010-09-03 00:00:00",5082152679.991371
"2010-09-04 00:00:00",5608961189.502672
"2010-09-05 00:00:00",5113141415.844977
"2010-09-06 00:00:00",4896220264.869737
"2010-09-07 00:00:00",4958197736.576948
"2010-09-08 00:00:00",5847221418.2115555
"2010-09-09 00:00:00",4784090251.264
"2010-09-10 00:00:00",6272473884.990578
"2010-09-11 00:00:00",5670032890.386963
"2010-09-12 00:00:00",6272473884.990578
"2010-09-13 00:00:00",6059847651.601067
"2010-09-14 00:00:00",7193854229.678459
"2010-09-15 00:00:00",5988972240.47123
"2010-09-16 00:00:00",7760857518.717155
"2010-09-17 00:00:00",7371042757.503052
"2010-09-18 00:00:00",8398736218.885689
"2010-09-19 00:00:00",9535755935.246412
"2010-09-20 00:00:00",9262002176.339817
"2010-09-21 00:00:00",7847607755.322407
"2010-09-22 00:00:00",7938859008.291271
"2010-09-23 00:00:00",10676396597.357227
"2010-09-24 00:00:00",10402642838.45063
"2010-09-25 00:00:00",9444504682.277548
"2010-09-26 00:00:00",9353253429.308681
"2010-09-27 00:00:00",10448268464.935064
"2010-09-28 00:00:00",9672632814.699709
"2010-09-29 00:00:00",10750436365.410606
"2010-09-30 00:00:00",9570510422.865541
