"Time","Contracts","Funding Interval","Funding Rate"
"2020-10-07 09:00:00","BTCUSDT Perpetual","8h","0.000511%"
"2020-10-07 01:00:00","BTCUSDT Perpetual","8h","0.006937%"
"2020-10-06 17:00:00","BTCUSDT Perpetual","8h","-0.008313%"
"2020-10-06 09:00:00","BTCUSDT Perpetual","8h","-0.000126%"
"2020-10-06 01:00:00","BTCUSDT Perpetual","8h","-0.006912%"
"2020-10-05 17:00:00","BTCUSDT Perpetual","8h","-0.009143%"
"2020-10-05 09:00:00","BTCUSDT Perpetual","8h","-0.003381%"
"2020-10-05 01:00:00","BTCUSDT Perpetual","8h","-0.000756%"
"2020-10-04 17:00:00","BTCUSDT Perpetual","8h","0.005039%"
"2020-10-04 09:00:00","BTCUSDT Perpetual","8h","-0.002144%"
"2020-10-04 01:00:00","BTCUSDT Perpetual","8h","0.009749%"
"2020-10-03 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-10-03 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-10-03 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-10-02 17:00:00","BTCUSDT Perpetual","8h","-0.001652%"
"2020-10-02 09:00:00","BTCUSDT Perpetual","8h","-0.000263%"
"2020-10-02 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-10-01 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-10-01 09:00:00","BTCUSDT Perpetual","8h","0.007412%"
"2020-10-01 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-30 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-30 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-30 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-29 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-29 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-29 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-28 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-28 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-28 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-27 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-27 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-27 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-26 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-26 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-26 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-25 17:00:00","BTCUSDT Perpetual","8h","0.002542%"
"2020-09-25 09:00:00","BTCUSDT Perpetual","8h","-0.023219%"
"2020-09-25 01:00:00","BTCUSDT Perpetual","8h","0.001182%"
"2020-09-24 17:00:00","BTCUSDT Perpetual","8h","0.006991%"
"2020-09-24 09:00:00","BTCUSDT Perpetual","8h","0.003817%"
"2020-09-24 01:00:00","BTCUSDT Perpetual","8h","-0.005506%"
"2020-09-23 17:00:00","BTCUSDT Perpetual","8h","-0.002604%"
"2020-09-23 09:00:00","BTCUSDT Perpetual","8h","0.004321%"
"2020-09-23 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-22 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-22 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-22 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-21 17:00:00","BTCUSDT Perpetual","8h","-0.012071%"
"2020-09-21 09:00:00","BTCUSDT Perpetual","8h","-0.007506%"
"2020-09-21 01:00:00","BTCUSDT Perpetual","8h","-0.006625%"
"2020-09-20 17:00:00","BTCUSDT Perpetual","8h","-0.011198%"
"2020-09-20 09:00:00","BTCUSDT Perpetual","8h","-0.006476%"
"2020-09-20 01:00:00","BTCUSDT Perpetual","8h","-0.005749%"
"2020-09-19 17:00:00","BTCUSDT Perpetual","8h","-0.010980%"
"2020-09-19 09:00:00","BTCUSDT Perpetual","8h","-0.011550%"
"2020-09-19 01:00:00","BTCUSDT Perpetual","8h","0.004967%"
"2020-09-18 17:00:00","BTCUSDT Perpetual","8h","0.005579%"
"2020-09-18 09:00:00","BTCUSDT Perpetual","8h","0.009425%"
"2020-09-18 01:00:00","BTCUSDT Perpetual","8h","0.000098%"
"2020-09-17 17:00:00","BTCUSDT Perpetual","8h","0.002957%"
"2020-09-17 09:00:00","BTCUSDT Perpetual","8h","-0.000563%"
"2020-09-17 01:00:00","BTCUSDT Perpetual","8h","-0.003198%"
"2020-09-16 17:00:00","BTCUSDT Perpetual","8h","-0.001488%"
"2020-09-16 09:00:00","BTCUSDT Perpetual","8h","-0.011181%"
"2020-09-16 01:00:00","BTCUSDT Perpetual","8h","-0.005156%"
"2020-09-15 17:00:00","BTCUSDT Perpetual","8h","-0.002796%"
"2020-09-15 09:00:00","BTCUSDT Perpetual","8h","-0.022270%"
"2020-09-15 01:00:00","BTCUSDT Perpetual","8h","0.000868%"
"2020-09-14 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-14 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-14 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-13 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-13 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-13 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-12 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-12 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-12 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-11 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-11 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-11 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-10 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-10 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-10 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-09 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-09 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-09 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-08 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-08 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-08 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-07 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-07 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-07 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-06 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-06 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-06 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-05 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-05 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-05 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-04 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-04 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-04 01:00:00","BTCUSDT Perpetual","8h","0.024709%"
"2020-09-03 17:00:00","BTCUSDT Perpetual","8h","0.016828%"
"2020-09-03 09:00:00","BTCUSDT Perpetual","8h","0.021394%"
"2020-09-03 01:00:00","BTCUSDT Perpetual","8h","0.045038%"
"2020-09-02 17:00:00","BTCUSDT Perpetual","8h","0.035074%"
"2020-09-02 09:00:00","BTCUSDT Perpetual","8h","0.032895%"
"2020-09-02 01:00:00","BTCUSDT Perpetual","8h","0.046860%"
"2020-09-01 17:00:00","BTCUSDT Perpetual","8h","0.022961%"
"2020-09-01 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-09-01 01:00:00","BTCUSDT Perpetual","8h","0.015461%"
"2020-08-31 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-31 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-31 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-30 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-30 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-30 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-29 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-29 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-29 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-28 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-28 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-28 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-27 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-27 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-27 01:00:00","BTCUSDT Perpetual","8h","0.013038%"
"2020-08-26 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-26 09:00:00","BTCUSDT Perpetual","8h","0.023316%"
"2020-08-26 01:00:00","BTCUSDT Perpetual","8h","0.042580%"
"2020-08-25 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-25 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-25 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-24 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-24 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-24 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-23 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-23 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-23 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-22 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-22 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-22 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-21 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-21 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-21 01:00:00","BTCUSDT Perpetual","8h","0.018281%"
"2020-08-20 17:00:00","BTCUSDT Perpetual","8h","0.011590%"
"2020-08-20 09:00:00","BTCUSDT Perpetual","8h","0.024189%"
"2020-08-20 01:00:00","BTCUSDT Perpetual","8h","0.024051%"
"2020-08-19 17:00:00","BTCUSDT Perpetual","8h","0.054924%"
"2020-08-19 09:00:00","BTCUSDT Perpetual","8h","0.077293%"
"2020-08-19 01:00:00","BTCUSDT Perpetual","8h","0.100156%"
"2020-08-18 17:00:00","BTCUSDT Perpetual","8h","0.078206%"
"2020-08-18 09:00:00","BTCUSDT Perpetual","8h","0.119904%"
"2020-08-18 01:00:00","BTCUSDT Perpetual","8h","0.085760%"
"2020-08-17 17:00:00","BTCUSDT Perpetual","8h","0.039806%"
"2020-08-17 09:00:00","BTCUSDT Perpetual","8h","0.026342%"
"2020-08-17 01:00:00","BTCUSDT Perpetual","8h","0.031523%"
"2020-08-16 17:00:00","BTCUSDT Perpetual","8h","0.048777%"
"2020-08-16 09:00:00","BTCUSDT Perpetual","8h","0.015640%"
"2020-08-16 01:00:00","BTCUSDT Perpetual","8h","0.021904%"
"2020-08-15 17:00:00","BTCUSDT Perpetual","8h","0.036650%"
"2020-08-15 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-15 01:00:00","BTCUSDT Perpetual","8h","0.027433%"
"2020-08-14 17:00:00","BTCUSDT Perpetual","8h","0.044038%"
"2020-08-14 09:00:00","BTCUSDT Perpetual","8h","0.017598%"
"2020-08-14 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-13 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-13 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-13 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-12 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-12 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-12 01:00:00","BTCUSDT Perpetual","8h","0.059816%"
"2020-08-11 17:00:00","BTCUSDT Perpetual","8h","0.022736%"
"2020-08-11 09:00:00","BTCUSDT Perpetual","8h","0.013371%"
"2020-08-11 01:00:00","BTCUSDT Perpetual","8h","0.030218%"
"2020-08-10 17:00:00","BTCUSDT Perpetual","8h","0.131898%"
"2020-08-10 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-10 01:00:00","BTCUSDT Perpetual","8h","0.014574%"
"2020-08-09 17:00:00","BTCUSDT Perpetual","8h","0.021065%"
"2020-08-09 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-09 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-08 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-08 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-08-08 01:00:00","BTCUSDT Perpetual","8h","0.023934%"
"2020-08-07 17:00:00","BTCUSDT Perpetual","8h","0.021201%"
"2020-08-07 09:00:00","BTCUSDT Perpetual","8h","0.031707%"
"2020-08-07 01:00:00","BTCUSDT Perpetual","8h","0.036099%"
"2020-08-06 17:00:00","BTCUSDT Perpetual","8h","0.038696%"
"2020-08-06 09:00:00","BTCUSDT Perpetual","8h","0.038867%"
"2020-08-06 01:00:00","BTCUSDT Perpetual","8h","0.022044%"
"2020-08-05 17:00:00","BTCUSDT Perpetual","8h","0.016613%"
"2020-08-05 09:00:00","BTCUSDT Perpetual","8h","0.013898%"
"2020-08-05 01:00:00","BTCUSDT Perpetual","8h","0.038617%"
"2020-08-04 17:00:00","BTCUSDT Perpetual","8h","0.030646%"
"2020-08-04 09:00:00","BTCUSDT Perpetual","8h","0.031113%"
"2020-08-04 01:00:00","BTCUSDT Perpetual","8h","0.043731%"
"2020-08-03 17:00:00","BTCUSDT Perpetual","8h","0.045929%"
"2020-08-03 09:00:00","BTCUSDT Perpetual","8h","0.025849%"
"2020-08-03 01:00:00","BTCUSDT Perpetual","8h","0.024752%"
"2020-08-02 17:00:00","BTCUSDT Perpetual","8h","0.042430%"
"2020-08-02 09:00:00","BTCUSDT Perpetual","8h","0.095567%"
"2020-08-02 01:00:00","BTCUSDT Perpetual","8h","0.048996%"
"2020-08-01 17:00:00","BTCUSDT Perpetual","8h","0.030784%"
"2020-08-01 09:00:00","BTCUSDT Perpetual","8h","0.027910%"
"2020-08-01 01:00:00","BTCUSDT Perpetual","8h","0.037716%"
"2020-07-31 17:00:00","BTCUSDT Perpetual","8h","0.039348%"
"2020-07-31 09:00:00","BTCUSDT Perpetual","8h","0.082653%"
"2020-07-31 01:00:00","BTCUSDT Perpetual","8h","0.069174%"
"2020-07-30 17:00:00","BTCUSDT Perpetual","8h","0.072329%"
"2020-07-30 09:00:00","BTCUSDT Perpetual","8h","0.061759%"
"2020-07-30 01:00:00","BTCUSDT Perpetual","8h","0.061856%"
"2020-07-29 17:00:00","BTCUSDT Perpetual","8h","0.068207%"
"2020-07-29 09:00:00","BTCUSDT Perpetual","8h","0.083621%"
"2020-07-29 01:00:00","BTCUSDT Perpetual","8h","0.097576%"
"2020-07-28 17:00:00","BTCUSDT Perpetual","8h","0.122052%"
"2020-07-28 09:00:00","BTCUSDT Perpetual","8h","0.139484%"
"2020-07-28 01:00:00","BTCUSDT Perpetual","8h","0.051888%"
"2020-07-27 17:00:00","BTCUSDT Perpetual","8h","0.086993%"
"2020-07-27 09:00:00","BTCUSDT Perpetual","8h","0.047138%"
"2020-07-27 01:00:00","BTCUSDT Perpetual","8h","0.065437%"
"2020-07-26 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-26 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-26 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-25 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-25 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-25 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-24 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-24 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-24 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-23 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-23 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-23 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-22 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-22 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-22 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-21 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-21 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-21 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-20 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-20 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-20 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-19 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-19 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-19 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-18 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-18 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-18 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-17 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-17 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-17 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-16 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-16 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-16 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-15 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-15 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-15 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-14 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-14 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-14 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-13 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-13 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-13 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-12 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-12 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-12 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-11 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-11 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-11 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-10 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-10 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-10 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-09 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-09 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-09 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-08 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-08 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-08 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-07 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-07 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-07 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-06 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-06 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-06 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-05 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-05 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-05 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-04 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-04 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-04 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-03 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-03 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-03 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-02 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-02 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-02 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-01 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-01 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-07-01 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-30 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-30 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-30 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-29 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-29 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-29 01:00:00","BTCUSDT Perpetual","8h","0.004867%"
"2020-06-28 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-28 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-28 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-27 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-27 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-27 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-26 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-26 09:00:00","BTCUSDT Perpetual","8h","0.009401%"
"2020-06-26 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-25 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-25 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-25 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-24 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-24 09:00:00","BTCUSDT Perpetual","8h","0.011286%"
"2020-06-24 01:00:00","BTCUSDT Perpetual","8h","0.012214%"
"2020-06-23 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-23 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-23 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-22 17:00:00","BTCUSDT Perpetual","8h","0.006784%"
"2020-06-22 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-22 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-21 17:00:00","BTCUSDT Perpetual","8h","-0.001290%"
"2020-06-21 09:00:00","BTCUSDT Perpetual","8h","-0.003057%"
"2020-06-21 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-20 17:00:00","BTCUSDT Perpetual","8h","0.001186%"
"2020-06-20 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-20 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-19 17:00:00","BTCUSDT Perpetual","8h","0.001940%"
"2020-06-19 09:00:00","BTCUSDT Perpetual","8h","-0.000157%"
"2020-06-19 01:00:00","BTCUSDT Perpetual","8h","0.007624%"
"2020-06-18 17:00:00","BTCUSDT Perpetual","8h","-0.011589%"
"2020-06-18 09:00:00","BTCUSDT Perpetual","8h","-0.010005%"
"2020-06-18 01:00:00","BTCUSDT Perpetual","8h","0.007509%"
"2020-06-17 17:00:00","BTCUSDT Perpetual","8h","-0.008320%"
"2020-06-17 09:00:00","BTCUSDT Perpetual","8h","0.007763%"
"2020-06-17 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-16 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-16 09:00:00","BTCUSDT Perpetual","8h","-0.015215%"
"2020-06-16 01:00:00","BTCUSDT Perpetual","8h","-0.018213%"
"2020-06-15 17:00:00","BTCUSDT Perpetual","8h","-0.004149%"
"2020-06-15 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-15 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-14 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-14 09:00:00","BTCUSDT Perpetual","8h","0.007102%"
"2020-06-14 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-13 17:00:00","BTCUSDT Perpetual","8h","0.007216%"
"2020-06-13 09:00:00","BTCUSDT Perpetual","8h","-0.001942%"
"2020-06-13 01:00:00","BTCUSDT Perpetual","8h","0.009713%"
"2020-06-12 17:00:00","BTCUSDT Perpetual","8h","-0.003816%"
"2020-06-12 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-12 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-11 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-11 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-11 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-10 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-10 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-10 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-09 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-09 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-09 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-08 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-08 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-08 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-07 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-07 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-07 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-06 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-06 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-06 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-05 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-05 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-05 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-04 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-06-04 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
